"Team" "Date" "" "Opponent" "" "Cmp" "Att" "Pct" "Yds" "TD" "Att" "Yds" "Avg" "TD" "Plays" "Yds" "Avg" "Pass" "Rush" "Pen" "Tot" "No." "Yds" "Fum" "Int" "TO"
"186" "louisiana-state" "2017-11-25" "" "Texas A&M" "W (45-21)" 16 30 53.3 227 2 27 55 2 1 57 282 4.9 10 2 2 14 5 54 1 3 4
"187" "louisiana-state" "2018-01-01" "N" "Notre Dame*" "L (17-21)" 17 28 60.7 216 2 33 154 4.7 0 61 370 6.1 8 10 0 18 4 15 1 1 2
"188" "ohio-state" "2017-08-31" "@" "Indiana" "W (49-21)" 42 68 61.8 420 3 27 17 0.6 0 95 437 4.6 22 1 2 25 5 33 1 2 3
"189" "ohio-state" "2017-09-09" "" "Oklahoma" "L (16-31)" 27 35 77.1 386 3 37 104 2.8 1 72 490 6.8 17 6 4 27 3 26 2 0 2
"190" "ohio-state" "2017-09-16" "" "Army" "W (38-7)" 2 8 25 19 0 58 259 4.5 1 66 278 4.2 1 14 1 16 2 22 1 0 1
"191" "ohio-state" "2017-09-23" "" "Nevada-Las Vegas" "W (54-21)" 11 20 55 88 0 41 176 4.3 2 61 264 4.3 4 8 5 17 4 30 0 2 2
"192" "ohio-state" "2017-09-30" "@" "Rutgers" "W (56-0)" 11 27 40.7 92 0 41 117 2.9 0 68 209 3.1 7 4 2 13 10 80 0 2 2
"193" "ohio-state" "2017-10-07" "" "Maryland" "W (62-14)" 3 13 23.1 16 0 42 50 1.2 1 55 66 1.2 0 3 3 6 6 66 2 0 2
"194" "ohio-state" "2017-10-14" "@" "Nebraska" "W (56-14)" 27 47 57.4 349 2 16 44 2.8 0 63 393 6.2 12 2 0 14 12 104 0 1 1
"195" "ohio-state" "2017-10-28" "" "Penn State" "W (39-38)" 17 29 58.6 192 2 35 91 2.6 2 64 283 4.4 9 5 3 17 9 73 0 0 0
"196" "ohio-state" "2017-11-04" "@" "Iowa" "L (24-55)" 21 32 65.6 244 5 38 243 6.4 1 70 487 7 13 8 3 24 5 34 0 0 0
"197" "ohio-state" "2017-11-11" "" "Michigan State" "W (48-3)" 18 36 50 131 0 34 64 1.9 0 70 195 2.8 7 6 2 15 5 58 1 2 3
"198" "ohio-state" "2017-11-18" "" "Illinois" "W (52-14)" 4 14 28.6 16 0 28 89 3.2 1 42 105 2.5 1 3 1 5 7 55 1 0 1
"199" "ohio-state" "2017-11-25" "@" "Michigan" "W (31-20)" 17 32 53.1 195 1 36 100 2.8 2 68 295 4.3 8 7 1 16 6 50 0 1 1
"200" "ohio-state" "2017-12-02" "N" "Wisconsin" "W (27-21)" 20 41 48.8 238 0 32 60 1.9 1 73 298 4.1 10 5 1 16 6 55 0 2 2
"201" "ohio-state" "2017-12-29" "N" "Southern California*" "W (24-7)" 26 45 57.8 356 0 36 57 1.6 1 81 413 5.1 16 5 2 23 3 35 3 1 4
"202" "texas-christian" "2017-09-02" "" "Jackson State" "W (63-0)" 7 14 50 41 0 42 24 0.6 0 56 65 1.2 2 3 2 7 3 10 1 1 2
"203" "texas-christian" "2017-09-09" "@" "Arkansas" "W (28-7)" 9 23 39.1 138 1 31 129 4.2 0 54 267 4.9 6 5 2 13 5 49 1 0 1
"204" "texas-christian" "2017-09-16" "" "Southern Methodist" "W (56-36)" 18 38 47.4 339 2 30 124 4.1 2 68 463 6.8 12 4 3 19 5 53 0 2 2
"205" "texas-christian" "2017-09-23" "@" "Oklahoma State" "W (44-31)" 22 42 52.4 398 2 31 101 3.3 2 73 499 6.8 17 8 1 26 8 77 1 3 4
"206" "texas-christian" "2017-10-07" "" "West Virginia" "W (31-24)" 25 45 55.6 366 3 39 142 3.6 0 84 508 6 15 9 4 28 2 25 1 1 2
"207" "texas-christian" "2017-10-14" "@" "Kansas State" "W (26-6)" 11 30 36.7 146 0 29 70 2.4 0 59 216 3.7 6 3 1 10 5 38 1 0 1
"208" "texas-christian" "2017-10-21" "" "Kansas" "W (43-0)" 8 18 44.4 46 0 31 -25 -0.8 0 49 21 0.4 1 1 2 4 4 40 0 0 0
"209" "texas-christian" "2017-10-28" "@" "Iowa State" "L (7-14)" 21 35 60 202 2 33 53 1.6 0 68 255 3.8 11 2 4 17 4 35 0 1 1
"210" "texas-christian" "2017-11-04" "" "Texas" "W (24-7)" 21 44 47.7 254 1 26 9 0.3 0 70 263 3.8 10 3 1 14 6 65 0 0 0
"211" "texas-christian" "2017-11-11" "@" "Oklahoma" "L (20-38)" 18 27 66.7 333 3 41 200 4.9 2 68 533 7.8 12 8 1 21 4 29 0 0 0
"212" "texas-christian" "2017-11-18" "@" "Texas Tech" "W (27-3)" 18 36 50 153 0 41 174 4.2 0 77 327 4.2 8 10 3 21 5 55 1 1 2
"213" "texas-christian" "2017-11-24" "" "Baylor" "W (45-22)" 21 34 61.8 314 2 29 79 2.7 0 63 393 6.2 10 4 0 14 10 75 1 2 3
"214" "texas-christian" "2017-12-02" "N" "Oklahoma" "L (17-41)" 15 23 65.2 243 4 43 218 5.1 0 66 461 7 10 10 2 22 3 30 0 0 0
"215" "texas-christian" "2017-12-28" "N" "Stanford*" "W (39-37)" 15 27 55.6 212 3 34 157 4.6 2 61 369 6 8 9 0 17 3 15 0 2 2
"216" "iowa" "2017-09-02" "" "Wyoming" "W (24-3)" 23 40 57.5 174 0 30 59 2 0 70 233 3.3 10 4 1 15 5 40 0 2 2
"217" "iowa" "2017-09-09" "@" "Iowa State" "W (44-41)" 25 46 54.3 347 4 26 120 4.6 1 72 467 6.5 14 5 3 22 2 15 0 1 1
"218" "iowa" "2017-09-16" "" "North Texas" "W (31-14)" 18 29 62.1 193 1 17 112 6.6 1 46 305 6.6 10 5 2 17 13 119 1 1 2
"219" "iowa" "2017-09-23" "" "Penn State" "L (19-21)" 31 48 64.6 284 1 51 295 5.8 1 99 579 5.8 14 15 0 29 8 90 1 1 2
"220" "iowa" "2017-09-30" "@" "Michigan State" "L (10-17)" 18 28 64.3 212 2 40 88 2.2 0 68 300 4.4 12 4 3 19 9 65 0 0 0
"221" "iowa" "2017-10-07" "" "Illinois" "W (45-16)" 22 45 48.9 246 0 30 200 6.7 1 75 446 5.9 9 10 1 20 5 50 1 3 4
"222" "iowa" "2017-10-21" "@" "Northwestern" "L (10-17)" 21 36 58.3 192 0 46 147 3.2 2 82 339 4.1 8 12 1 21 5 40 0 0 0
"223" "iowa" "2017-10-28" "" "Minnesota" "W (17-10)" 9 29 31 139 0 43 142 3.3 1 72 281 3.9 4 10 1 15 5 37 0 1 1
"224" "iowa" "2017-11-04" "" "Ohio State" "W (55-24)" 18 34 52.9 208 3 30 163 5.4 0 64 371 5.8 9 10 1 20 9 95 0 4 4
"225" "iowa" "2017-11-11" "@" "Wisconsin" "L (14-38)" 11 18 61.1 135 2 49 247 5 2 67 382 5.7 8 8 2 18 6 54 1 3 4
"226" "iowa" "2017-11-18" "" "Purdue" "L (15-24)" 22 37 59.5 229 3 29 65 2.2 0 66 294 4.5 11 6 3 20 3 30 0 0 0
"227" "iowa" "2017-11-24" "@" "Nebraska" "W (56-14)" 23 42 54.8 200 2 21 67 3.2 0 63 267 4.2 9 3 0 12 3 19 0 3 3
"228" "iowa" "2017-12-27" "N" "Boston College*" "W (27-20)" 16 27 59.3 208 1 43 175 4.1 1 70 383 5.5 12 4 0 16 6 57 1 2 3
"229" "marshall" "2017-09-02" "" "Miami (OH)" "W (31-26)" 23 44 52.3 298 2 42 131 3.1 1 86 429 5 17 7 1 25 5 51 1 1 2
"230" "marshall" "2017-09-09" "@" "North Carolina State" "L (20-37)" 29 36 80.6 341 3 33 144 4.4 2 69 485 7 14 7 2 23 3 33 0 0 0
"231" "marshall" "2017-09-16" "" "Kent State" "W (21-0)" 7 17 41.2 117 0 44 142 3.2 0 61 259 4.2 5 8 1 14 8 80 0 1 1
"232" "marshall" "2017-09-30" "@" "Cincinnati" "W (38-21)" 22 45 48.9 211 1 26 138 5.3 2 71 349 4.9 9 7 5 21 7 78 3 0 3
"233" "marshall" "2017-10-07" "@" "UNC Charlotte" "W (14-3)" 10 26 38.5 132 0 26 80 3.1 0 52 212 4.1 5 4 0 9 6 65 0 1 1
"234" "marshall" "2017-10-14" "" "Old Dominion" "W (35-3)" 14 27 51.9 116 0 36 81 2.3 0 63 197 3.1 6 6 1 13 6 55 1 1 2
"235" "marshall" "2017-10-20" "@" "Middle Tennessee State" "W (38-10)" 14 33 42.4 220 1 31 53 1.7 0 64 273 4.3 8 3 4 15 5 60 1 1 2
"236" "marshall" "2017-10-28" "" "Florida International" "L (30-41)" 14 18 77.8 177 2 48 224 4.7 2 66 401 6.1 10 9 2 21 6 60 0 0 0
"237" "marshall" "2017-11-03" "@" "Florida Atlantic" "L (25-30)" 12 18 66.7 164 1 45 189 4.2 3 63 353 5.6 6 11 0 17 5 60 0 0 0
"238" "marshall" "2017-11-11" "" "Western Kentucky" "W (30-23)" 28 42 66.7 334 3 19 34 1.8 0 61 368 6 14 6 1 21 6 63 1 1 2
"239" "marshall" "2017-11-18" "@" "Texas-San Antonio" "L (7-9)" 26 39 66.7 267 0 39 88 2.3 0 78 355 4.6 18 4 1 23 4 24 1 0 1
"240" "marshall" "2017-11-25" "" "Southern Mississippi" "L (27-28)" 16 35 45.7 170 3 45 201 4.5 1 80 371 4.6 8 10 4 22 8 85 1 0 1
"241" "marshall" "2017-12-16" "N" "Colorado State*" "W (31-28)" 25 52 48.1 320 2 31 70 2.3 2 83 390 4.7 15 6 5 26 3 15 0 0 0
"242" "michigan-state" "2017-09-02" "" "Bowling Green State" "W (35-10)" 10 31 32.3 145 0 24 67 2.8 0 55 212 3.9 6 3 0 9 4 20 0 1 1
"243" "michigan-state" "2017-09-09" "" "Western Michigan" "W (28-14)" 12 27 44.4 79 0 36 116 3.2 0 63 195 3.1 4 7 0 11 3 20 0 1 1
"244" "michigan-state" "2017-09-23" "" "Notre Dame" "L (18-38)" 14 20 70 173 1 40 182 4.6 3 60 355 5.9 10 7 4 21 6 65 0 0 0
"245" "michigan-state" "2017-09-30" "" "Iowa" "W (17-10)" 17 32 53.1 207 0 25 19 0.8 1 57 226 4 9 2 0 11 7 47 2 0 2
"246" "michigan-state" "2017-10-07" "@" "Michigan" "W (14-10)" 16 35 45.7 198 0 39 102 2.6 1 74 300 4.1 7 8 2 17 7 53 2 3 5
"247" "michigan-state" "2017-10-14" "@" "Minnesota" "W (30-27)" 16 32 50 216 3 27 74 2.7 0 59 290 4.9 10 4 0 14 1 15 1 1 2
"248" "michigan-state" "2017-10-21" "" "Indiana" "W (17-9)" 22 34 64.7 158 0 35 94 2.7 0 69 252 3.7 8 3 3 14 10 115 0 0 0
"249" "michigan-state" "2017-10-28" "@" "Northwestern" "L (31-39)" 34 49 69.4 368 3 28 64 2.3 2 77 432 5.6 21 4 3 28 1 9 1 0 1
"250" "michigan-state" "2017-11-04" "" "Penn State" "W (27-24)" 27 48 56.3 401 3 21 65 3.1 0 69 466 6.8 17 4 1 22 7 86 0 3 3
"251" "michigan-state" "2017-11-11" "@" "Ohio State" "L (3-48)" 15 23 65.2 189 2 42 335 8 4 65 524 8.1 9 13 3 25 2 27 0 2 2
"252" "michigan-state" "2017-11-18" "" "Maryland" "W (17-7)" 13 25 52 121 0 31 83 2.7 1 56 204 3.6 6 5 1 12 6 45 1 0 1
"253" "michigan-state" "2017-11-25" "@" "Rutgers" "W (40-7)" 6 19 31.6 98 1 12 14 1.2 0 31 112 3.6 2 1 2 5 5 44 1 2 3
"254" "michigan-state" "2017-12-28" "N" "Washington State*" "W (42-17)" 39 50 78 272 2 8 24 3 0 58 296 5.1 13 2 2 17 4 46 1 1 2
"255" "northwestern" "2017-09-02" "" "Nevada" "W (31-20)" 16 37 43.2 199 2 26 142 5.5 0 63 341 5.4 9 8 2 19 6 65 1 1 2
"256" "northwestern" "2017-09-09" "@" "Duke" "L (17-41)" 29 45 64.4 305 2 59 233 3.9 3 104 538 5.2 17 14 3 34 8 55 1 1 2
"257" "northwestern" "2017-09-16" "" "Bowling Green State" "W (49-7)" 27 44 61.4 256 0 30 96 3.2 1 74 352 4.8 14 6 1 21 3 15 1 0 1
"258" "northwestern" "2017-09-30" "@" "Wisconsin" "L (24-33)" 11 20 55 197 1 37 109 2.9 2 57 306 5.4 6 7 0 13 5 47 1 2 3
"259" "northwestern" "2017-10-07" "" "Penn State" "L (7-31)" 29 41 70.7 286 1 38 95 2.5 3 79 381 4.8 14 6 3 23 3 30 0 0 0
"260" "northwestern" "2017-10-14" "@" "Maryland" "W (37-21)" 17 38 44.7 255 3 31 85 2.7 0 69 340 4.9 9 7 3 19 2 30 0 0 0
"261" "northwestern" "2017-10-21" "" "Iowa" "W (17-10)" 19 33 57.6 223 1 33 89 2.7 0 66 312 4.7 9 5 0 14 6 50 0 1 1
"262" "northwestern" "2017-10-28" "" "Michigan State" "W (39-31)" 39 57 68.4 445 4 30 97 3.2 0 87 542 6.2 22 6 0 28 9 84 1 1 2
"263" "northwestern" "2017-11-04" "@" "Nebraska" "W (31-24)" 21 38 55.3 225 2 31 112 3.6 0 69 337 4.9 12 7 2 21 7 68 0 3 3
"264" "northwestern" "2017-11-11" "" "Purdue" "W (23-13)" 38 61 62.3 398 2 22 40 1.8 0 83 438 5.3 18 3 1 22 5 50 0 1 1
"265" "northwestern" "2017-11-18" "" "Minnesota" "W (39-0)" 2 11 18.2 43 0 38 139 3.7 0 49 182 3.7 1 6 0 7 2 18 2 3 5
"266" "northwestern" "2017-11-25" "@" "Illinois" "W (42-7)" 14 31 45.2 139 0 33 100 3 1 64 239 3.7 6 5 0 11 6 59 1 2 3
"267" "northwestern" "2017-12-29" "N" "Kentucky*" "W (24-23)" 21 39 53.8 273 0 22 65 3 3 61 338 5.5 12 3 2 17 5 65 0 2 2
"268" "appalachian-state" "2017-09-02" "@" "Georgia" "L (10-31)" 11 20 55 147 1 44 221 5 3 64 368 5.8 6 9 3 18 8 46 0 2 2
"269" "appalachian-state" "2017-09-09" "" "Savannah State" "W (54-7)" 5 18 27.8 37 0 33 77 2.3 0 51 114 2.2 1 4 1 6 9 104 0 0 0
"270" "appalachian-state" "2017-09-16" "@" "Texas State" "W (20-13)" 23 35 65.7 260 1 37 125 3.4 0 72 385 5.3 10 9 2 21 7 67 0 1 1
"271" "appalachian-state" "2017-09-23" "" "Wake Forest" "L (19-20)" 14 27 51.9 176 2 40 168 4.2 0 67 344 5.1 9 7 2 18 8 66 0 0 0
"272" "appalachian-state" "2017-10-07" "" "New Mexico State" "W (45-31)" 27 50 54 356 2 42 176 4.2 2 92 532 5.8 13 13 2 28 10 57 0 6 6
"273" "appalachian-state" "2017-10-14" "@" "Idaho" "W (23-20)" 15 28 53.6 200 2 36 112 3.1 0 64 312 4.9 6 8 0 14 7 60 2 0 2
"274" "appalachian-state" "2017-10-21" "" "Coastal Carolina" "W (37-29)" 17 29 58.6 332 2 30 102 3.4 1 59 434 7.4 13 3 2 18 10 85 2 0 2
"275" "appalachian-state" "2017-10-28" "@" "Massachusetts" "L (27-30)" 20 33 60.6 190 0 39 209 5.4 3 72 399 5.5 9 6 1 16 11 82 2 2 4
"276" "appalachian-state" "2017-11-04" "@" "Louisiana-Monroe" "L (45-52)" 24 32 75 356 3 38 213 5.6 3 70 569 8.1 15 11 2 28 6 55 0 1 1
"277" "appalachian-state" "2017-11-09" "" "Georgia Southern" "W (27-6)" 10 18 55.6 80 0 38 111 2.9 0 56 191 3.4 6 8 1 15 5 42 0 0 0
"278" "appalachian-state" "2017-11-25" "@" "Georgia State" "W (31-10)" 22 35 62.9 201 0 26 91 3.5 1 61 292 4.8 8 4 2 14 6 75 0 1 1
"279" "appalachian-state" "2017-12-02" "" "Louisiana" "W (63-14)" 15 26 57.7 207 1 35 162 4.6 1 61 369 6 7 11 0 18 1 15 1 2 3
"280" "appalachian-state" "2017-12-23" "N" "Toledo*" "W (34-0)" 16 29 55.2 124 0 21 22 1 0 50 146 2.9 6 2 0 8 5 35 1 3 4
"281" "duke" "2017-09-02" "" "North Carolina Central" "W (60-7)" 11 18 61.1 94 0 31 64 2.1 1 49 158 3.2 4 2 2 8 7 66 0 1 1
"282" "duke" "2017-09-09" "" "Northwestern" "W (41-17)" 14 33 42.4 169 1 21 22 1 1 54 191 3.5 10 3 2 15 3 26 1 2 3
"283" "duke" "2017-09-16" "" "Baylor" "W (34-20)" 12 34 35.3 263 3 27 57 2.1 0 61 320 5.2 6 3 0 9 11 100 1 3 4
"284" "duke" "2017-09-23" "@" "North Carolina" "W (27-17)" 17 32 53.1 259 1 33 118 3.6 1 65 377 5.8 10 5 0 15 6 65 0 1 1
"285" "duke" "2017-09-29" "" "Miami (FL)" "L (6-31)" 15 26 57.7 270 2 35 139 4 2 61 409 6.7 9 8 2 19 5 59 0 1 1
"286" "duke" "2017-10-07" "@" "Virginia" "L (21-28)" 24 43 55.8 182 3 38 128 3.4 0 81 310 3.8 8 8 5 21 7 67 0 2 2
"287" "duke" "2017-10-14" "" "Florida State" "L (10-17)" 18 21 85.7 197 1 40 228 5.7 1 61 425 7 10 12 1 23 7 51 0 2 2
"288" "duke" "2017-10-21" "" "Pittsburgh" "L (17-24)" 8 18 44.4 149 0 57 336 5.9 3 75 485 6.5 6 13 1 20 9 88 0 0 0
"289" "duke" "2017-10-28" "@" "Virginia Tech" "L (3-24)" 13 27 48.1 200 1 48 187 3.9 2 75 387 5.2 9 11 3 23 3 40 0 0 0
"290" "duke" "2017-11-11" "@" "Army" "L (16-21)" 1 1 100 42 0 57 226 4 2 58 268 4.6 1 14 2 17 6 49 1 0 1
"291" "duke" "2017-11-18" "" "Georgia Tech" "W (43-20)" 3 14 21.4 82 1 47 277 5.9 2 61 359 5.9 2 13 0 15 5 63 0 1 1
"292" "duke" "2017-11-25" "@" "Wake Forest" "W (31-23)" 16 34 47.1 191 2 35 145 4.1 0 69 336 4.9 6 6 2 14 2 10 1 2 3
"293" "duke" "2017-12-26" "N" "Northern Illinois*" "W (36-14)" 15 28 53.6 234 1 29 65 2.2 1 57 299 5.2 6 5 2 13 3 11 0 0 0
"294" "san-diego-state" "2017-09-02" "" "California-Davis" "W (38-17)" 19 24 79.2 258 2 27 57 2.1 0 51 315 6.2 10 4 2 16 9 79 1 2 3
"295" "san-diego-state" "2017-09-09" "@" "Arizona State" "W (30-20)" 20 33 60.6 298 2 31 44 1.4 1 64 342 5.3 10 3 2 15 5 50 1 0 1
"296" "san-diego-state" "2017-09-16" "" "Stanford" "W (20-17)" 10 21 47.6 80 0 22 174 7.9 2 43 254 5.9 2 6 1 9 4 20 1 2 3
"297" "san-diego-state" "2017-09-23" "@" "Air Force" "W (28-24)" 2 6 33.3 33 0 60 220 3.7 3 66 253 3.8 1 13 0 14 5 52 0 1 1
"298" "san-diego-state" "2017-09-30" "" "Northern Illinois" "W (34-28)" 23 38 60.5 262 3 44 156 3.5 1 82 418 5.1 11 9 3 23 4 42 1 3 4
"299" "san-diego-state" "2017-10-07" "@" "Nevada-Las Vegas" "W (41-10)" 12 28 42.9 177 1 31 106 3.4 0 59 283 4.8 7 5 0 12 5 49 0 0 0
"300" "san-diego-state" "2017-10-14" "" "Boise State" "L (14-31)" 14 23 60.9 125 1 34 186 5.5 1 57 311 5.5 4 10 1 15 3 35 0 0 0
"301" "san-diego-state" "2017-10-21" "" "Fresno State" "L (3-27)" 10 16 62.5 176 0 38 199 5.2 3 54 375 6.9 6 9 0 15 5 40 0 0 0
"302" "san-diego-state" "2017-10-28" "@" "Hawaii" "W (28-7)" 19 33 57.6 160 0 23 35 1.5 1 56 195 3.5 7 1 4 12 6 46 0 0 0
"303" "san-diego-state" "2017-11-04" "@" "San Jose State" "W (52-7)" 12 22 54.5 167 1 21 33 1.6 0 43 200 4.7 5 3 0 8 4 30 1 2 3
"304" "san-diego-state" "2017-11-18" "" "Nevada" "W (42-23)" 33 55 60 414 3 18 34 1.9 0 73 448 6.1 15 3 0 18 2 20 1 1 2
"305" "san-diego-state" "2017-11-24" "" "New Mexico" "W (35-10)" 16 30 53.3 167 1 34 82 2.4 0 64 249 3.9 6 4 1 11 5 35 0 2 2
"306" "san-diego-state" "2017-12-23" "N" "Army*" "L (35-42)" 1 4 25 6 0 87 440 5.1 5 91 446 4.9 1 28 2 31 4 47 0 1 1
"307" "purdue" "2017-09-02" "N" "Louisville" "L (28-35)" 30 46 65.2 378 2 33 146 4.4 1 79 524 6.6 16 8 3 27 16 110 3 0 3
"308" "purdue" "2017-09-08" "" "Ohio" "W (44-21)" 17 29 58.6 223 1 38 173 4.6 2 67 396 5.9 14 8 1 23 3 30 2 0 2
"309" "purdue" "2017-09-16" "@" "Missouri" "W (35-3)" 12 28 42.9 133 0 24 70 2.9 0 52 203 3.9 5 4 1 10 6 46 1 2 3
"310" "purdue" "2017-09-23" "" "Michigan" "L (10-28)" 21 31 67.7 284 1 44 139 3.2 3 75 423 5.6 14 6 4 24 7 57 1 1 2
"311" "purdue" "2017-10-07" "" "Minnesota" "W (31-17)" 11 25 44 101 2 47 227 4.8 0 72 328 4.6 4 11 1 16 5 47 1 1 2
"312" "purdue" "2017-10-14" "@" "Wisconsin" "L (9-17)" 13 18 72.2 199 1 50 299 6 1 68 498 7.3 10 13 1 24 8 65 1 2 3
"313" "purdue" "2017-10-21" "@" "Rutgers" "L (12-14)" 9 18 50 87 1 37 130 3.5 1 55 217 3.9 3 5 0 8 4 35 0 0 0
"314" "purdue" "2017-10-28" "" "Nebraska" "L (24-25)" 32 50 64 431 2 27 40 1.5 0 77 471 6.1 16 5 4 25 9 95 0 0 0
"315" "purdue" "2017-11-04" "" "Illinois" "W (29-10)" 12 27 44.4 170 1 35 80 2.3 0 62 250 4 4 8 3 15 9 66 0 1 1
"316" "purdue" "2017-11-11" "@" "Northwestern" "L (13-23)" 26 46 56.5 296 1 38 94 2.5 1 84 390 4.6 17 4 1 22 4 40 0 0 0
"317" "purdue" "2017-11-18" "@" "Iowa" "W (24-15)" 16 33 48.5 176 1 38 82 2.2 1 71 258 3.6 10 6 1 17 6 56 1 1 2
"318" "purdue" "2017-11-25" "" "Indiana" "W (31-24)" 32 60 53.3 373 3 32 124 3.9 0 92 497 5.4 13 5 2 20 7 84 0 1 1
"319" "purdue" "2017-12-27" "N" "Arizona*" "W (38-35)" 17 26 65.4 302 5 43 128 3 0 69 430 6.2 12 5 2 19 6 47 1 1 2
"320" "south-carolina" "2017-09-02" "N" "North Carolina State" "W (35-28)" 45 64 70.3 415 2 35 89 2.5 2 99 504 5.1 21 7 1 29 8 65 2 0 2
"321" "south-carolina" "2017-09-09" "@" "Missouri" "W (31-13)" 14 32 43.8 245 1 37 178 4.8 0 69 423 6.1 10 11 0 21 4 24 1 2 3
"322" "south-carolina" "2017-09-16" "" "Kentucky" "L (13-23)" 16 26 61.5 169 0 47 184 3.9 2 73 353 4.8 11 7 2 20 4 10 1 1 2
"323" "south-carolina" "2017-09-23" "" "Louisiana Tech" "W (17-16)" 23 33 69.7 281 1 28 80 2.9 0 61 361 5.9 12 4 1 17 3 18 0 1 1
"324" "south-carolina" "2017-09-30" "@" "Texas A&M" "L (17-24)" 19 27 70.4 159 0 49 237 4.8 3 76 396 5.2 8 12 0 20 5 47 1 0 1
"325" "south-carolina" "2017-10-07" "" "Arkansas" "W (48-22)" 20 37 54.1 224 2 32 106 3.3 1 69 330 4.8 11 7 1 19 4 25 2 2 4
"326" "south-carolina" "2017-10-14" "@" "Tennessee" "W (15-9)" 11 19 57.9 133 0 39 120 3.1 0 58 253 4.4 6 6 4 16 7 40 0 0 0
"327" "south-carolina" "2017-10-28" "" "Vanderbilt" "W (34-27)" 27 49 55.1 333 4 23 107 4.7 0 72 440 6.1 15 8 4 27 10 100 0 1 1
"328" "south-carolina" "2017-11-04" "@" "Georgia" "L (10-24)" 16 22 72.7 196 2 53 242 4.6 1 75 438 5.8 12 13 1 26 5 55 1 0 1
"329" "south-carolina" "2017-11-11" "" "Florida" "W (28-20)" 17 39 43.6 223 0 22 78 3.5 2 61 301 4.9 8 3 1 12 10 56 2 1 3
"330" "south-carolina" "2017-11-18" "" "Wofford" "W (31-10)" 5 9 55.6 72 0 41 155 3.8 1 50 227 4.5 2 9 3 14 3 21 1 2 3
"331" "south-carolina" "2017-11-25" "" "Clemson" "L (10-34)" 25 38 65.8 285 2 45 184 4.1 2 83 469 5.7 12 12 3 27 2 25 0 2 2
"332" "south-carolina" "2018-01-01" "N" "Michigan*" "W (26-19)" 21 45 46.7 203 0 33 74 2.2 1 78 277 3.6 11 3 3 17 6 40 3 2 5
"333" "iowa-state" "2017-09-02" "" "Northern Iowa" "W (42-24)" 23 38 60.5 259 3 22 119 5.4 0 60 378 6.3 12 6 3 21 8 71 0 3 3
"334" "iowa-state" "2017-09-09" "" "Iowa" "L (41-44)" 27 41 65.9 333 5 41 164 4 1 82 497 6.1 16 12 1 29 10 84 0 0 0
"335" "iowa-state" "2017-09-16" "@" "Akron" "W (41-14)" 27 44 61.4 293 2 24 38 1.6 0 68 331 4.9 13 4 2 19 7 79 1 2 3
"336" "iowa-state" "2017-09-28" "" "Texas" "L (7-17)" 19 26 73.1 171 1 52 141 2.7 1 78 312 4 7 10 2 19 10 76 1 1 2
"337" "iowa-state" "2017-10-07" "@" "Oklahoma" "W (38-31)" 25 34 73.5 323 2 35 190 5.4 2 69 513 7.4 18 10 0 28 6 59 1 0 1
"338" "iowa-state" "2017-10-14" "" "Kansas" "W (45-0)" 11 26 42.3 44 0 33 62 1.9 0 59 106 1.8 1 3 1 5 8 75 1 1 2
"339" "iowa-state" "2017-10-21" "@" "Texas Tech" "W (31-13)" 31 41 75.6 207 0 41 129 3.1 2 82 336 4.1 13 11 0 24 3 30 2 1 3
"340" "iowa-state" "2017-10-28" "" "Texas Christian" "W (14-7)" 12 25 48 135 0 34 172 5.1 0 59 307 5.2 7 6 1 14 11 104 1 2 3
"341" "iowa-state" "2017-11-04" "@" "West Virginia" "L (16-20)" 20 25 80 316 2 47 208 4.4 0 72 524 7.3 12 11 0 23 8 85 0 1 1
"342" "iowa-state" "2017-11-11" "" "Oklahoma State" "L (42-49)" 25 31 80.6 376 3 37 146 3.9 3 68 522 7.7 15 7 1 23 9 105 0 0 0
"343" "iowa-state" "2017-11-18" "@" "Baylor" "W (23-13)" 26 36 72.2 198 1 38 133 3.5 0 74 331 4.5 13 10 2 25 4 30 1 1 2
"344" "iowa-state" "2017-11-25" "@" "Kansas State" "L (19-20)" 16 22 72.7 155 2 30 109 3.6 1 52 264 5.1 7 4 1 12 4 45 0 0 0
"345" "iowa-state" "2017-12-30" "@" "Memphis*" "W (21-20)" 21 33 63.6 286 2 26 53 2 0 59 339 5.7 14 2 1 17 5 34 0 0 0
"346" "mississippi-state" "2017-09-02" "" "Charleston Southern" "W (49-0)" 3 8 37.5 15 0 39 18 0.5 0 47 33 0.7 0 2 0 2 4 30 0 0 0
"347" "mississippi-state" "2017-09-09" "@" "Louisiana Tech" "W (57-21)" 13 30 43.3 163 1 50 152 3 1 80 315 3.9 5 12 3 20 3 28 2 1 3
"348" "mississippi-state" "2017-09-16" "" "Louisiana State" "W (37-7)" 13 29 44.8 137 0 29 133 4.6 1 58 270 4.7 6 5 2 13 9 112 0 0 0
"349" "mississippi-state" "2017-09-23" "@" "Georgia" "L (3-31)" 9 12 75 201 2 42 203 4.8 2 54 404 7.5 7 7 1 15 4 35 1 0 1
"350" "mississippi-state" "2017-09-30" "@" "Auburn" "L (10-49)" 14 17 82.4 267 2 39 244 6.3 4 56 511 9.1 5 8 1 14 1 15 2 0 2
"351" "mississippi-state" "2017-10-14" "" "Brigham Young" "W (35-10)" 17 29 58.6 147 1 17 29 1.7 0 46 176 3.8 4 2 2 8 2 22 1 1 2
