"Team" "Date" "" "Opponent" "Result" "Cmp" "Att" "Pct" "Yds" "TD" "Att" "Yds" "Avg" "TD" "Plays" "Yds" "Avg" "Pass" "Rush" "Pen" "Tot" "No." "Yds" "Fum" "Int" "Tot"
"1316" "marshall" "2017-11-25" "" "Southern Mississippi" "L (27-28)" 26 44 59.1 308 4 26 74 2.8 0 70 382 5.5 12 6 5 23 6 52 2 1 3
"1416" "marshall" "2017-12-16" "N" "Colorado State*" "W (31-28)" 17 32 53.1 262 2 33 239 7.2 2 65 501 7.7 10 8 0 18 11 107 0 2 2
"218" "michigan-state" "2017-09-02" "" "Bowling Green State" "W (35-10)" 22 36 61.1 250 3 46 215 4.7 1 82 465 5.7 11 13 1 25 4 25 3 0 3
"318" "michigan-state" "2017-09-09" "" "Western Michigan" "W (28-14)" 13 21 61.9 161 1 49 296 6 3 70 457 6.5 9 12 0 21 3 30 1 1 2
"418" "michigan-state" "2017-09-23" "" "Notre Dame" "L (18-38)" 32 53 60.4 345 2 32 151 4.7 0 85 496 5.8 17 6 3 26 9 97 2 1 3
"518" "michigan-state" "2017-09-30" "" "Iowa" "W (17-10)" 18 28 64.3 212 2 40 88 2.2 0 68 300 4.4 12 4 3 19 9 65 0 0 0
"618" "michigan-state" "2017-10-07" "@" "Michigan" "W (14-10)" 11 22 50 94 1 40 158 4 1 62 252 4.1 3 8 2 13 11 81 0 0 0
"718" "michigan-state" "2017-10-14" "@" "Minnesota" "W (30-27)" 9 18 50 120 0 50 245 4.9 3 68 365 5.4 6 12 1 19 5 40 2 1 3
"818" "michigan-state" "2017-10-21" "" "Indiana" "W (17-9)" 16 30 53.3 185 1 44 89 2 1 74 274 3.7 10 5 4 19 3 35 1 0 1
"918" "michigan-state" "2017-10-28" "@" "Northwestern" "L (31-39)" 39 57 68.4 445 4 30 97 3.2 0 87 542 6.2 22 6 0 28 9 84 1 1 2
"1018" "michigan-state" "2017-11-04" "" "Penn State" "W (27-24)" 33 56 58.9 400 2 24 74 3.1 1 80 474 5.9 17 4 4 25 8 87 0 1 1
"1118" "michigan-state" "2017-11-11" "@" "Ohio State" "L (3-48)" 18 36 50 131 0 34 64 1.9 0 70 195 2.8 7 6 2 15 5 58 1 2 3
"1218" "michigan-state" "2017-11-18" "" "Maryland" "W (17-7)" 2 14 14.3 20 0 51 271 5.3 2 65 291 4.5 1 15 3 19 3 36 1 0 1
"1317" "michigan-state" "2017-11-25" "@" "Rutgers" "W (40-7)" 21 31 67.7 222 1 56 214 3.8 3 87 436 5 15 11 1 27 9 80 0 0 0
"1417" "michigan-state" "2017-12-28" "N" "Washington State*" "W (42-17)" 13 22 59.1 213 3 48 227 4.7 3 70 440 6.3 9 15 1 25 6 50 0 1 1
"219" "northwestern" "2017-09-02" "" "Nevada" "W (31-20)" 28 38 73.7 352 2 50 156 3.1 2 88 508 5.8 14 9 4 26 8 90 1 1 2
"319" "northwestern" "2017-09-09" "@" "Duke" "L (17-41)" 14 33 42.4 169 1 21 22 1 1 54 191 3.5 10 3 2 15 3 26 1 2 3
"419" "northwestern" "2017-09-16" "" "Bowling Green State" "W (49-7)" 24 31 77.4 375 2 43 303 7 5 74 678 9.2 15 15 0 30 4 23 2 0 2
"519" "northwestern" "2017-09-30" "@" "Wisconsin" "L (24-33)" 29 45 64.4 219 3 34 25 0.7 0 79 244 3.1 14 4 2 20 5 50 0 2 2
"619" "northwestern" "2017-10-07" "" "Penn State" "L (7-31)" 23 43 53.5 198 0 30 67 2.2 1 73 265 3.6 9 6 0 15 8 74 1 2 3
"719" "northwestern" "2017-10-14" "@" "Maryland" "W (37-21)" 27 49 55.1 293 1 44 238 5.4 3 93 531 5.7 15 14 1 30 7 90 0 2 2
"819" "northwestern" "2017-10-21" "" "Iowa" "W (17-10)" 21 36 58.3 192 0 46 147 3.2 2 82 339 4.1 8 12 1 21 5 40 0 0 0
"919" "northwestern" "2017-10-28" "" "Michigan State" "W (39-31)" 34 49 69.4 368 3 28 64 2.3 2 77 432 5.6 21 4 3 28 1 9 1 0 1
"1019" "northwestern" "2017-11-04" "@" "Nebraska" "W (31-24)" 19 35 54.3 243 0 45 232 5.2 4 80 475 5.9 9 14 3 26 6 65 0 2 2
"1119" "northwestern" "2017-11-11" "" "Purdue" "W (23-13)" 26 46 56.5 296 1 38 94 2.5 1 84 390 4.6 17 4 1 22 4 40 0 0 0
"1219" "northwestern" "2017-11-18" "" "Minnesota" "W (39-0)" 9 13 69.2 86 3 55 277 5 3 68 363 5.3 7 14 1 22 3 30 0 0 0
"1318" "northwestern" "2017-11-25" "@" "Illinois" "W (42-7)" 13 21 61.9 140 1 47 306 6.5 4 68 446 6.6 6 13 2 21 3 30 0 1 1
"1418" "northwestern" "2017-12-29" "N" "Kentucky*" "W (24-23)" 9 21 42.9 109 0 56 333 5.9 2 77 442 5.7 5 13 2 20 7 70 0 0 0
"220" "appalachian-state" "2017-09-02" "@" "Georgia" "L (10-31)" 21 32 65.6 148 0 32 136 4.3 1 64 284 4.4 6 6 0 12 11 105 0 0 0
"320" "appalachian-state" "2017-09-09" "" "Savannah State" "W (54-7)" 16 22 72.7 345 5 47 274 5.8 2 69 619 9 13 12 2 27 8 106 2 0 2
"420" "appalachian-state" "2017-09-16" "@" "Texas State" "W (20-13)" 17 28 60.7 167 1 29 116 4 1 57 283 5 9 7 3 19 6 57 1 0 1
"520" "appalachian-state" "2017-09-23" "" "Wake Forest" "L (19-20)" 26 52 50 372 2 35 122 3.5 0 87 494 5.7 16 8 3 27 7 65 0 0 0
"620" "appalachian-state" "2017-10-07" "" "New Mexico State" "W (45-31)" 11 22 50 75 1 38 350 9.2 5 60 425 7.1 5 12 0 17 11 81 1 2 3
"720" "appalachian-state" "2017-10-14" "@" "Idaho" "W (23-20)" 19 26 73.1 155 3 38 121 3.2 0 64 276 4.3 3 10 1 14 0 0 1 1 2
"820" "appalachian-state" "2017-10-21" "" "Coastal Carolina" "W (37-29)" 23 39 59 427 2 35 122 3.5 3 74 549 7.4 16 8 3 27 8 72 0 0 0
"920" "appalachian-state" "2017-10-28" "@" "Massachusetts" "L (27-30)" 14 29 48.3 133 2 47 234 5 1 76 367 4.8 5 9 1 15 11 104 2 1 3
"1020" "appalachian-state" "2017-11-04" "@" "Louisiana-Monroe" "L (45-52)" 20 29 69 339 4 36 169 4.7 2 65 508 7.8 14 9 2 25 5 40 1 0 1
"1120" "appalachian-state" "2017-11-09" "" "Georgia Southern" "W (27-6)" 7 14 50 161 2 47 256 5.4 1 61 417 6.8 5 11 3 19 7 61 0 0 0
"1220" "appalachian-state" "2017-11-25" "@" "Georgia State" "W (31-10)" 15 23 65.2 107 2 46 323 7 2 69 430 6.2 7 12 1 20 8 65 0 2 2
"1319" "appalachian-state" "2017-12-02" "" "Louisiana" "W (63-14)" 18 23 78.3 251 4 47 357 7.6 5 70 608 8.7 10 17 0 27 5 50 0 0 0
"1419" "appalachian-state" "2017-12-23" "N" "Toledo*" "W (34-0)" 8 17 47.1 131 0 53 327 6.2 4 70 458 6.5 5 16 2 23 4 25 0 0 0
"221" "duke" "2017-09-02" "" "North Carolina Central" "W (60-7)" 26 34 76.5 281 3 47 243 5.2 4 81 524 6.5 13 15 2 30 3 40 0 0 0
"321" "duke" "2017-09-09" "" "Northwestern" "W (41-17)" 29 45 64.4 305 2 59 233 3.9 3 104 538 5.2 17 14 3 34 8 55 1 1 2
"421" "duke" "2017-09-16" "" "Baylor" "W (34-20)" 20 35 57.1 184 0 51 246 4.8 3 86 430 5 7 14 3 24 5 54 1 1 2
"521" "duke" "2017-09-23" "@" "North Carolina" "W (27-17)" 18 34 52.9 202 1 45 186 4.1 1 79 388 4.9 8 12 0 20 2 12 0 0 0
"621" "duke" "2017-09-29" "" "Miami (FL)" "L (6-31)" 21 42 50 166 0 46 183 4 0 88 349 4 7 14 3 24 7 82 1 1 2
"721" "duke" "2017-10-07" "@" "Virginia" "L (21-28)" 14 42 33.3 124 1 32 131 4.1 1 74 255 3.4 8 7 2 17 7 68 0 2 2
"821" "duke" "2017-10-14" "" "Florida State" "L (10-17)" 22 37 59.5 204 0 25 111 4.4 1 62 315 5.1 10 7 0 17 5 37 0 1 1
"921" "duke" "2017-10-21" "" "Pittsburgh" "L (17-24)" 16 34 47.1 283 2 26 76 2.9 0 60 359 6 13 6 3 22 7 32 1 1 2
"1021" "duke" "2017-10-28" "@" "Virginia Tech" "L (3-24)" 10 24 41.7 82 0 35 101 2.9 0 59 183 3.1 3 5 2 10 7 53 1 1 2
"1121" "duke" "2017-11-11" "@" "Army" "L (16-21)" 19 30 63.3 164 0 33 89 2.7 2 63 253 4 12 7 3 22 4 43 1 1 2
"1221" "duke" "2017-11-18" "" "Georgia Tech" "W (43-20)" 19 28 67.9 181 3 51 319 6.3 2 79 500 6.3 9 20 1 30 1 15 0 0 0
"1320" "duke" "2017-11-25" "@" "Wake Forest" "W (31-23)" 25 44 56.8 346 2 45 97 2.2 2 89 443 5 16 6 0 22 4 20 0 3 3
"1420" "duke" "2017-12-26" "N" "Northern Illinois*" "W (36-14)" 27 40 67.5 252 2 52 213 4.1 3 92 465 5.1 13 14 0 27 2 30 1 0 1
"222" "san-diego-state" "2017-09-02" "" "California-Davis" "W (38-17)" 17 23 73.9 237 2 52 276 5.3 3 75 513 6.8 9 15 3 27 10 87 1 1 2
"322" "san-diego-state" "2017-09-09" "@" "Arizona State" "W (30-20)" 9 18 50 73 1 43 279 6.5 1 61 352 5.8 3 10 1 14 12 95 0 0 0
"422" "san-diego-state" "2017-09-16" "" "Stanford" "W (20-17)" 21 29 72.4 187 1 48 172 3.6 1 77 359 4.7 11 9 1 21 7 81 0 0 0
"522" "san-diego-state" "2017-09-23" "@" "Air Force" "W (28-24)" 10 16 62.5 180 1 41 187 4.6 3 57 367 6.4 8 7 4 19 0 0 1 0 1
"622" "san-diego-state" "2017-09-30" "" "Northern Illinois" "W (34-28)" 10 20 50 136 2 36 127 3.5 0 56 263 4.7 6 3 1 10 10 126 0 0 0
"722" "san-diego-state" "2017-10-07" "@" "Nevada-Las Vegas" "W (41-10)" 14 24 58.3 172 0 46 302 6.6 5 70 474 6.8 10 15 2 27 4 19 1 0 1
"822" "san-diego-state" "2017-10-14" "" "Boise State" "L (14-31)" 12 27 44.4 240 1 39 83 2.1 1 66 323 4.9 8 6 2 16 3 24 1 0 1
"922" "san-diego-state" "2017-10-21" "" "Fresno State" "L (3-27)" 11 23 47.8 90 0 39 165 4.2 0 62 255 4.1 5 8 1 14 5 40 1 0 1
"1022" "san-diego-state" "2017-10-28" "@" "Hawaii" "W (28-7)" 5 11 45.5 83 1 53 334 6.3 3 64 417 6.5 4 14 3 21 8 90 0 1 1
"1122" "san-diego-state" "2017-11-04" "@" "San Jose State" "W (52-7)" 6 7 85.7 94 1 71 554 7.8 6 78 648 8.3 6 24 1 31 4 25 1 0 1
"1222" "san-diego-state" "2017-11-18" "" "Nevada" "W (42-23)" 15 23 65.2 205 1 48 289 6 3 71 494 7 11 13 1 25 7 75 1 0 1
"1321" "san-diego-state" "2017-11-24" "" "New Mexico" "W (35-10)" 14 21 66.7 198 2 37 265 7.2 3 58 463 8 8 9 2 19 5 35 1 1 2
"1421" "san-diego-state" "2017-12-23" "N" "Army*" "L (35-42)" 6 10 60 25 0 21 255 12.1 4 31 280 9 3 7 1 11 10 82 1 1 2
"223" "purdue" "2017-09-02" "N" "Louisville" "L (28-35)" 33 57 57.9 293 4 21 51 2.4 0 78 344 4.4 17 5 3 25 6 69 1 3 4
"323" "purdue" "2017-09-08" "" "Ohio" "W (44-21)" 16 24 66.7 295 4 44 263 6 1 68 558 8.2 10 14 1 25 4 45 0 0 0
"423" "purdue" "2017-09-16" "@" "Missouri" "W (35-3)" 26 34 76.5 272 2 50 205 4.1 3 84 477 5.7 13 12 1 26 3 25 0 1 1
"523" "purdue" "2017-09-23" "" "Michigan" "L (10-28)" 13 30 43.3 159 1 20 30 1.5 0 50 189 3.8 6 2 1 9 10 82 1 0 1
"623" "purdue" "2017-10-07" "" "Minnesota" "W (31-17)" 25 36 69.4 307 2 29 132 4.6 1 65 439 6.8 8 12 2 22 6 61 2 2 4
"723" "purdue" "2017-10-14" "@" "Wisconsin" "L (9-17)" 13 29 44.8 155 0 26 66 2.5 0 55 221 4 8 4 2 14 7 45 0 1 1
"823" "purdue" "2017-10-21" "@" "Rutgers" "L (12-14)" 23 44 52.3 195 1 41 279 6.8 0 85 474 5.6 10 13 2 25 9 55 0 2 2
"923" "purdue" "2017-10-28" "" "Nebraska" "L (24-25)" 16 28 57.1 164 1 38 199 5.2 2 66 363 5.5 9 8 3 20 7 63 0 0 0
"1023" "purdue" "2017-11-04" "" "Illinois" "W (29-10)" 18 28 64.3 226 1 44 209 4.8 2 72 435 6 13 11 1 25 8 66 1 0 1
"1123" "purdue" "2017-11-11" "@" "Northwestern" "L (13-23)" 38 61 62.3 398 2 22 40 1.8 0 83 438 5.3 18 3 1 22 5 50 0 1 1
"1223" "purdue" "2017-11-18" "@" "Iowa" "W (24-15)" 22 37 59.5 229 3 29 65 2.2 0 66 294 4.5 11 6 3 20 3 30 0 0 0
"1322" "purdue" "2017-11-25" "" "Indiana" "W (31-24)" 16 30 53.3 181 2 43 272 6.3 2 73 453 6.2 6 13 3 22 4 17 1 0 1
"1422" "purdue" "2017-12-27" "N" "Arizona*" "W (38-35)" 33 53 62.3 396 4 40 159 4 1 93 555 6 15 11 1 27 5 50 0 1 1
"224" "south-carolina" "2017-09-02" "N" "North Carolina State" "W (35-28)" 17 29 58.6 215 3 21 31 1.5 1 50 246 4.9 8 4 0 12 6 45 0 1 1
"324" "south-carolina" "2017-09-09" "@" "Missouri" "W (31-13)" 18 28 64.3 187 1 40 172 4.3 2 68 359 5.3 9 9 2 20 4 29 0 0 0
"424" "south-carolina" "2017-09-16" "" "Kentucky" "L (13-23)" 24 37 64.9 304 2 20 54 2.7 0 57 358 6.3 11 3 0 14 7 45 0 2 2
"524" "south-carolina" "2017-09-23" "" "Louisiana Tech" "W (17-16)" 22 35 62.9 295 1 31 154 5 1 66 449 6.8 12 11 0 23 1 15 1 1 2
"624" "south-carolina" "2017-09-30" "@" "Texas A&M" "L (17-24)" 17 30 56.7 256 2 26 23 0.9 0 56 279 5 11 2 1 14 2 10 1 0 1
"724" "south-carolina" "2017-10-07" "" "Arkansas" "W (48-22)" 16 31 51.6 199 3 36 159 4.4 0 67 358 5.3 9 9 1 19 3 25 0 0 0
"824" "south-carolina" "2017-10-14" "@" "Tennessee" "W (15-9)" 15 24 62.5 129 0 40 194 4.9 1 64 323 5 8 11 0 19 8 59 0 0 0
"924" "south-carolina" "2017-10-28" "" "Vanderbilt" "W (34-27)" 19 29 65.5 174 1 37 212 5.7 3 66 386 5.8 8 14 4 26 7 50 0 0 0
"1024" "south-carolina" "2017-11-04" "@" "Georgia" "L (10-24)" 21 36 58.3 227 1 17 43 2.5 0 53 270 5.1 11 1 2 14 2 15 0 2 2
"1124" "south-carolina" "2017-11-11" "" "Florida" "W (28-20)" 19 29 65.5 249 0 47 220 4.7 4 76 469 6.2 13 9 2 24 3 26 1 3 4
"1224" "south-carolina" "2017-11-18" "" "Wofford" "W (31-10)" 22 28 78.6 194 1 38 195 5.1 3 66 389 5.9 9 13 1 23 3 31 0 0 0
"1323" "south-carolina" "2017-11-25" "" "Clemson" "L (10-34)" 16 29 55.2 126 1 25 81 3.2 0 54 207 3.8 6 4 0 10 9 76 0 2 2
"1423" "south-carolina" "2018-01-01" "N" "Michigan*" "W (26-19)" 19 32 59.4 239 2 26 61 2.3 1 58 300 5.2 10 2 1 13 7 68 2 1 3
"225" "iowa-state" "2017-09-02" "" "Northern Iowa" "W (42-24)" 27 36 75 271 2 35 134 3.8 2 71 405 5.7 16 7 1 24 7 74 0 1 1
"325" "iowa-state" "2017-09-09" "" "Iowa" "L (41-44)" 25 46 54.3 347 4 26 120 4.6 1 72 467 6.5 14 5 3 22 2 15 0 1 1
"425" "iowa-state" "2017-09-16" "@" "Akron" "W (41-14)" 24 33 72.7 317 2 37 191 5.2 3 70 508 7.3 12 7 4 23 7 72 0 0 0
"525" "iowa-state" "2017-09-28" "" "Texas" "L (7-17)" 24 49 49 246 1 15 10 0.7 0 64 256 4 15 2 1 18 4 40 0 3 3
"625" "iowa-state" "2017-10-07" "@" "Oklahoma" "W (38-31)" 20 27 74.1 368 3 32 81 2.5 1 59 449 7.6 10 6 5 21 3 17 0 0 0
"725" "iowa-state" "2017-10-14" "" "Kansas" "W (45-0)" 18 30 60 212 1 43 106 2.5 4 73 318 4.4 8 5 2 15 4 38 0 0 0
"825" "iowa-state" "2017-10-21" "@" "Texas Tech" "W (31-13)" 22 32 68.8 192 3 36 208 5.8 0 68 400 5.9 11 8 1 20 0 0 0 1 1
"925" "iowa-state" "2017-10-28" "" "Texas Christian" "W (14-7)" 21 35 60 202 2 33 53 1.6 0 68 255 3.8 11 2 4 17 4 35 0 1 1
"1025" "iowa-state" "2017-11-04" "@" "West Virginia" "L (16-20)" 27 40 67.5 249 1 29 101 3.5 0 69 350 5.1 13 5 5 23 3 30 0 1 1
"1125" "iowa-state" "2017-11-11" "" "Oklahoma State" "L (42-49)" 30 47 63.8 386 2 29 105 3.6 4 76 491 6.5 18 5 7 30 7 40 0 1 1
"1225" "iowa-state" "2017-11-18" "@" "Baylor" "W (23-13)" 14 28 50 180 2 40 214 5.4 0 68 394 5.8 7 13 1 21 4 50 0 0 0
"1324" "iowa-state" "2017-11-25" "@" "Kansas State" "L (19-20)" 24 36 66.7 264 2 30 115 3.8 0 66 379 5.7 10 7 1 18 9 85 0 0 0
"1424" "iowa-state" "2017-12-30" "@" "Memphis*" "W (21-20)" 24 38 63.2 314 2 42 32 0.8 1 80 346 4.3 15 5 2 22 3 20 1 0 1
"226" "mississippi-state" "2017-09-02" "" "Charleston Southern" "W (49-0)" 20 36 55.6 274 3 50 281 5.6 3 86 555 6.5 11 17 1 29 7 60 0 0 0
"326" "mississippi-state" "2017-09-09" "@" "Louisiana Tech" "W (57-21)" 13 20 65 132 3 40 327 8.2 3 60 459 7.7 6 15 0 21 5 39 0 1 1
"426" "mississippi-state" "2017-09-16" "" "Louisiana State" "W (37-7)" 15 23 65.2 180 2 48 285 5.9 2 71 465 6.5 9 12 4 25 5 49 0 0 0
"526" "mississippi-state" "2017-09-23" "@" "Georgia" "L (3-31)" 15 33 45.5 103 0 37 177 4.8 0 70 280 4 5 10 0 15 4 35 0 2 2
"626" "mississippi-state" "2017-09-30" "@" "Auburn" "L (10-49)" 13 37 35.1 157 1 47 194 4.1 0 84 351 4.2 5 12 1 18 10 39 0 2 2
"726" "mississippi-state" "2017-10-14" "" "Brigham Young" "W (35-10)" 20 31 64.5 240 2 53 306 5.8 3 84 546 6.5 14 19 2 35 6 60 1 2 3
"826" "mississippi-state" "2017-10-21" "" "Kentucky" "W (45-7)" 19 27 70.4 159 1 48 282 5.9 4 75 441 5.9 7 16 2 25 5 55 0 0 0
"926" "mississippi-state" "2017-10-28" "@" "Texas A&M" "W (35-14)" 12 21 57.1 141 2 52 228 4.4 2 73 369 5.1 7 11 1 19 5 45 0 1 1
"1026" "mississippi-state" "2017-11-04" "" "Massachusetts" "W (34-23)" 14 26 53.8 139 0 45 254 5.6 2 71 393 5.5 7 13 1 21 5 63 0 3 3
"1126" "mississippi-state" "2017-11-11" "" "Alabama" "L (24-31)" 13 24 54.2 158 0 49 172 3.5 3 73 330 4.5 9 10 3 22 4 30 0 0 0
"1226" "mississippi-state" "2017-11-18" "@" "Arkansas" "W (28-21)" 12 23 52.2 153 2 48 195 4.1 2 71 348 4.9 6 13 0 19 4 47 2 0 2
"1325" "mississippi-state" "2017-11-23" "" "Mississippi" "L (28-31)" 14 32 43.8 207 1 62 294 4.7 2 94 501 5.3 9 16 2 27 9 88 3 2 5
"1425" "mississippi-state" "2017-12-30" "N" "Louisville*" "W (31-27)" 11 20 55 127 0 55 277 5 4 75 404 5.4 4 18 1 23 11 100 2 1 3
"227" "miami-fl" "2017-09-02" "" "Bethune-Cookman" "W (41-13)" 18 31 58.1 233 3 34 317 9.3 2 65 550 8.5 11 15 2 28 7 68 0 0 0
"327" "miami-fl" "2017-09-23" "" "Toledo" "W (52-30)" 27 36 75 333 3 26 254 9.8 4 62 587 9.5 13 12 2 27 8 75 0 1 1
"427" "miami-fl" "2017-09-29" "@" "Duke" "W (31-6)" 15 26 57.7 270 2 35 139 4 2 61 409 6.7 9 8 2 19 5 59 0 1 1
"527" "miami-fl" "2017-10-07" "@" "Florida State" "W (24-20)" 19 44 43.2 254 3 29 83 2.9 0 73 337 4.6 12 6 2 20 6 79 0 1 1
"627" "miami-fl" "2017-10-14" "" "Georgia Tech" "W (25-24)" 23 38 60.5 297 1 36 184 5.1 1 74 481 6.5 12 12 0 24 6 45 0 0 0
"727" "miami-fl" "2017-10-21" "" "Syracuse" "W (27-19)" 26 43 60.5 344 2 32 136 4.3 1 75 480 6.4 14 7 1 22 5 42 1 0 1
"827" "miami-fl" "2017-10-28" "@" "North Carolina" "W (24-19)" 17 41 41.5 356 3 32 59 1.8 0 73 415 5.7 10 4 2 16 5 60 1 1 2
"927" "miami-fl" "2017-11-04" "" "Virginia Tech" "W (28-10)" 12 24 50 219 2 33 211 6.4 2 57 430 7.5 11 7 3 21 7 66 0 3 3
"1027" "miami-fl" "2017-11-11" "" "Notre Dame" "W (41-8)" 15 24 62.5 137 1 42 237 5.6 3 66 374 5.7 6 11 1 18 1 5 0 0 0
"1127" "miami-fl" "2017-11-18" "" "Virginia" "W (44-28)" 15 28 53.6 210 3 32 148 4.6 2 60 358 6 10 5 0 15 4 40 0 2 2
"1227" "miami-fl" "2017-11-24" "@" "Pittsburgh" "L (14-24)" 15 36 41.7 187 2 23 45 2 0 59 232 3.9 9 4 1 14 6 52 1 0 1
