"Team" "Date" "" "Opponent" "Result" "Cmp" "Att" "Pct" "Yds" "TD" "Att" "Yds" "Avg" "TD" "Plays" "Yds" "Avg" "Pass" "Rush" "Pen" "Tot" "No." "Yds" "Fum" "Int" "Tot"
"75" "georgia" "2017-10-07" "@" "Vanderbilt" "W (45-14)" 10 14 71.4 126 2 54 423 7.8 4 68 549 8.1 6 21 0 27 7 46 1 0 1
"85" "georgia" "2017-10-14" "" "Missouri" "W (53-28)" 18 26 69.2 326 2 54 370 6.9 4 80 696 8.7 11 13 0 24 8 42 0 1 1
"95" "georgia" "2017-10-28" "N" "Florida" "W (42-7)" 4 7 57.1 101 1 35 292 8.3 4 42 393 9.4 4 10 0 14 7 40 0 1 1
"105" "georgia" "2017-11-04" "" "South Carolina" "W (24-10)" 16 22 72.7 196 2 53 242 4.6 1 75 438 5.8 12 13 1 26 5 55 1 0 1
"115" "georgia" "2017-11-11" "@" "Auburn" "L (17-40)" 13 29 44.8 184 1 32 46 1.4 1 61 230 3.8 8 4 1 13 7 75 1 0 1
"125" "georgia" "2017-11-18" "" "Kentucky" "W (42-13)" 9 14 64.3 123 1 44 381 8.7 5 58 504 8.7 7 17 1 25 7 59 0 1 1
"135" "georgia" "2017-11-25" "@" "Georgia Tech" "W (38-7)" 12 17 70.6 224 2 43 247 5.7 3 60 471 7.9 9 13 1 23 2 25 0 0 0
"145" "georgia" "2017-12-02" "N" "Auburn" "W (28-7)" 16 22 72.7 183 2 41 238 5.8 1 63 421 6.7 6 11 3 20 7 91 0 0 0
"153" "georgia" "2018-01-01" "N" "Oklahoma*" "W (54-48)" 20 29 69 210 2 34 317 9.3 5 63 527 8.4 12 8 1 21 6 39 1 0 1
"16" "georgia" "2018-01-08" "N" "Alabama*" "L (23-26)" 16 32 50 232 1 45 133 3 1 77 365 4.7 11 8 3 22 6 65 0 2 2
"26" "penn-state" "2017-09-02" "" "Akron" "W (52-0)" 21 31 67.7 322 2 34 247 7.3 4 65 569 8.8 14 7 3 24 5 45 0 1 1
"36" "penn-state" "2017-09-09" "" "Pittsburgh" "W (33-14)" 15 28 53.6 164 3 24 148 6.2 1 52 312 6 7 6 1 14 1 15 0 1 1
"46" "penn-state" "2017-09-16" "" "Georgia State" "W (56-0)" 21 29 72.4 360 5 24 166 6.9 3 53 526 9.9 11 8 0 19 5 45 0 0 0
"56" "penn-state" "2017-09-23" "@" "Iowa" "W (21-19)" 31 48 64.6 284 1 51 295 5.8 1 99 579 5.8 14 15 0 29 8 90 1 1 2
"66" "penn-state" "2017-09-30" "" "Indiana" "W (45-14)" 24 37 64.9 331 3 37 39 1.1 1 74 370 5 15 4 1 20 2 7 0 1 1
"76" "penn-state" "2017-10-07" "@" "Northwestern" "W (31-7)" 29 41 70.7 286 1 38 95 2.5 3 79 381 4.8 14 6 3 23 3 30 0 0 0
"86" "penn-state" "2017-10-21" "" "Michigan" "W (42-13)" 17 26 65.4 282 1 35 224 6.4 5 61 506 8.3 12 10 3 25 1 10 0 1 1
"96" "penn-state" "2017-10-28" "@" "Ohio State" "L (38-39)" 17 29 58.6 192 2 35 91 2.6 2 64 283 4.4 9 5 3 17 9 73 0 0 0
"106" "penn-state" "2017-11-04" "@" "Michigan State" "L (24-27)" 27 48 56.3 401 3 21 65 3.1 0 69 466 6.8 17 4 1 22 7 86 0 3 3
"116" "penn-state" "2017-11-11" "" "Rutgers" "W (35-6)" 16 21 76.2 214 2 31 90 2.9 3 52 304 5.8 11 6 1 18 4 20 0 0 0
"126" "penn-state" "2017-11-18" "" "Nebraska" "W (56-44)" 26 39 66.7 346 4 35 263 7.5 4 74 609 8.2 18 9 5 32 5 39 1 0 1
"136" "penn-state" "2017-11-25" "@" "Maryland" "W (66-3)" 25 40 62.5 248 3 48 286 6 6 88 534 6.1 12 13 3 28 2 10 0 0 0
"146" "penn-state" "2017-12-30" "N" "Washington*" "W (35-28)" 32 41 78 342 2 38 203 5.3 3 79 545 6.9 18 6 1 25 2 20 1 2 3
"27" "texas-san-antonio" "2017-09-09" "@" "Baylor" "W (17-10)" 15 20 75 155 2 45 220 4.9 0 65 375 5.8 6 12 2 20 10 75 1 0 1
"37" "texas-san-antonio" "2017-09-16" "" "Southern" "W (51-17)" 24 30 80 335 4 39 167 4.3 3 69 502 7.3 17 8 0 25 9 78 2 2 4
"47" "texas-san-antonio" "2017-09-23" "@" "Texas State" "W (44-14)" 17 25 68 212 0 45 357 7.9 4 70 569 8.1 12 11 2 25 13 155 1 0 1
"57" "texas-san-antonio" "2017-10-07" "" "Southern Mississippi" "L (29-31)" 27 43 62.8 367 3 33 102 3.1 0 76 469 6.2 17 8 2 27 3 25 0 1 1
"67" "texas-san-antonio" "2017-10-14" "@" "North Texas" "L (26-29)" 13 25 52 215 2 41 174 4.2 0 66 389 5.9 8 9 2 19 7 60 0 0 0
"77" "texas-san-antonio" "2017-10-21" "" "Rice" "W (20-7)" 12 22 54.5 134 1 40 314 7.9 0 62 448 7.2 6 12 1 19 9 63 1 0 1
"87" "texas-san-antonio" "2017-10-28" "@" "Texas-El Paso" "W (31-14)" 18 30 60 188 1 42 205 4.9 2 72 393 5.5 10 10 2 22 8 47 1 1 2
"97" "texas-san-antonio" "2017-11-04" "@" "Florida International" "L (7-14)" 13 22 59.1 105 1 40 156 3.9 0 62 261 4.2 6 9 4 19 5 45 2 0 2
"107" "texas-san-antonio" "2017-11-11" "" "Alabama-Birmingham" "L (19-24)" 17 37 45.9 162 1 36 137 3.8 1 73 299 4.1 9 6 3 18 5 35 2 1 3
"117" "texas-san-antonio" "2017-11-18" "" "Marshall" "W (9-7)" 26 39 66.7 267 0 39 88 2.3 0 78 355 4.6 18 4 1 23 4 24 1 0 1
"127" "texas-san-antonio" "2017-11-25" "@" "Louisiana Tech" "L (6-20)" 9 16 56.3 91 0 45 110 2.4 0 61 201 3.3 5 9 1 15 6 34 0 2 2
"28" "wyoming" "2017-09-02" "@" "Iowa" "L (3-24)" 23 40 57.5 174 0 30 59 2 0 70 233 3.3 10 4 1 15 5 40 0 2 2
"38" "wyoming" "2017-09-09" "" "Gardner-Webb" "W (27-0)" 22 32 68.8 328 2 28 65 2.3 1 60 393 6.6 15 3 1 19 4 45 0 0 0
"48" "wyoming" "2017-09-16" "" "Oregon" "L (13-49)" 10 25 40 66 0 32 117 3.7 1 57 183 3.2 2 6 2 10 6 62 1 1 2
"58" "wyoming" "2017-09-23" "" "Hawaii" "W (28-21)" 9 19 47.4 92 1 29 177 6.1 2 48 269 5.6 3 8 0 11 4 51 0 0 0
"68" "wyoming" "2017-09-30" "" "Texas State" "W (45-10)" 15 26 57.7 249 3 35 84 2.4 0 61 333 5.5 12 5 1 18 4 33 1 0 1
"78" "wyoming" "2017-10-14" "@" "Utah State" "W (28-23)" 18 26 69.2 208 1 36 85 2.4 1 62 293 4.7 8 5 1 14 8 75 0 1 1
"88" "wyoming" "2017-10-21" "@" "Boise State" "L (14-24)" 12 27 44.4 131 1 34 111 3.3 1 61 242 4 6 7 2 15 1 12 0 2 2
"98" "wyoming" "2017-10-28" "" "New Mexico" "W (42-3)" 16 28 57.1 234 4 32 75 2.3 2 60 309 5.2 12 3 3 18 5 50 0 0 0
"108" "wyoming" "2017-11-04" "" "Colorado State" "W (16-13)" 10 20 50 138 0 34 156 4.6 1 54 294 5.4 9 8 1 18 1 5 1 0 1
"118" "wyoming" "2017-11-11" "@" "Air Force" "W (28-14)" 11 15 73.3 129 1 43 100 2.3 3 58 229 3.9 6 8 2 16 5 50 1 0 1
"128" "wyoming" "2017-11-18" "" "Fresno State" "L (7-13)" 20 33 60.6 231 1 28 77 2.8 0 61 308 5 9 3 0 12 3 15 2 0 2
"137" "wyoming" "2017-11-25" "@" "San Jose State" "L (17-20)" 18 38 47.4 170 1 43 187 4.3 1 81 357 4.4 5 10 2 17 4 35 0 2 2
"147" "wyoming" "2017-12-22" "N" "Central Michigan*" "W (37-14)" 11 19 57.9 154 3 42 121 2.9 0 61 275 4.5 8 6 1 15 5 49 0 0 0
"29" "fresno-state" "2017-09-02" "" "" "W (66-0)" 23 37 62.2 414 4 40 199 5 4 77 613 8 13 12 1 26 3 15 0 0 0
"39" "fresno-state" "2017-09-09" "@" "Alabama" "L (10-41)" 26 41 63.4 216 1 21 71 3.4 0 62 287 4.6 11 5 2 18 1 6 0 1 1
"49" "fresno-state" "2017-09-16" "@" "Washington" "L (16-48)" 21 36 58.3 194 1 31 119 3.8 0 67 313 4.7 8 8 2 18 6 54 0 1 1
"59" "fresno-state" "2017-09-30" "" "Nevada" "W (41-21)" 25 33 75.8 312 3 36 192 5.3 1 69 504 7.3 13 8 1 22 8 61 2 1 3
"69" "fresno-state" "2017-10-07" "@" "San Jose State" "W (27-10)" 15 26 57.7 136 0 51 212 4.2 3 77 348 4.5 4 11 2 17 10 99 0 0 0
"79" "fresno-state" "2017-10-14" "" "New Mexico" "W (38-0)" 13 23 56.5 299 3 36 227 6.3 2 59 526 8.9 7 9 1 17 2 25 1 0 1
"89" "fresno-state" "2017-10-21" "@" "San Diego State" "W (27-3)" 10 16 62.5 176 0 38 199 5.2 3 54 375 6.9 6 9 0 15 5 40 0 0 0
"99" "fresno-state" "2017-10-28" "" "Nevada-Las Vegas" "L (16-26)" 16 27 59.3 152 0 34 140 4.1 2 61 292 4.8 7 12 0 19 5 40 1 0 1
"109" "fresno-state" "2017-11-04" "" "Brigham Young" "W (20-13)" 14 20 70 174 0 40 136 3.4 2 60 310 5.2 8 7 1 16 5 40 0 0 0
"119" "fresno-state" "2017-11-11" "@" "Hawaii" "W (31-21)" 19 36 52.8 226 4 36 175 4.9 0 72 401 5.6 11 12 1 24 6 46 0 2 2
"129" "fresno-state" "2017-11-18" "@" "Wyoming" "W (13-7)" 14 23 60.9 186 1 45 147 3.3 0 68 333 4.9 6 9 0 15 5 35 1 0 1
"138" "fresno-state" "2017-11-25" "" "Boise State" "W (28-17)" 23 36 63.9 332 2 30 99 3.3 1 66 431 6.5 13 5 0 18 3 40 0 0 0
"148" "fresno-state" "2017-12-02" "@" "Boise State" "L (14-17)" 16 34 47.1 172 0 35 137 3.9 2 69 309 4.5 9 8 2 19 8 57 0 1 1
"154" "fresno-state" "2017-12-24" "N" "Houston*" "W (33-27)" 33 49 67.3 342 0 39 131 3.4 2 88 473 5.4 15 8 3 26 7 52 1 1 2
"210" "auburn" "2017-09-02" "" "Georgia Southern" "W (41-7)" 15 26 57.7 184 2 53 351 6.6 3 79 535 6.8 10 15 0 25 4 42 2 1 3
"310" "auburn" "2017-09-09" "@" "Clemson" "L (6-14)" 13 24 54.2 79 0 42 38 0.9 0 66 117 1.8 2 9 2 13 5 43 0 0 0
"410" "auburn" "2017-09-16" "" "Mercer" "W (24-10)" 32 37 86.5 364 0 43 146 3.4 3 80 510 6.4 16 8 2 26 6 65 4 1 5
"510" "auburn" "2017-09-23" "@" "Missouri" "W (51-14)" 16 21 76.2 219 1 53 263 5 5 74 482 6.5 7 12 3 22 5 50 0 0 0
"610" "auburn" "2017-09-30" "" "Mississippi State" "W (49-10)" 14 17 82.4 267 2 39 244 6.3 4 56 511 9.1 5 8 1 14 1 15 2 0 2
"710" "auburn" "2017-10-07" "" "Mississippi" "W (44-23)" 14 21 66.7 235 2 51 326 6.4 3 72 561 7.8 8 15 2 25 3 30 0 0 0
"810" "auburn" "2017-10-14" "@" "Louisiana State" "L (23-27)" 9 26 34.6 165 1 44 189 4.3 1 70 354 5.1 5 9 3 17 6 26 0 0 0
"910" "auburn" "2017-10-21" "@" "Arkansas" "W (52-20)" 21 30 70 284 2 47 345 7.3 5 77 629 8.2 8 17 1 26 3 25 1 1 2
"1010" "auburn" "2017-11-04" "@" "Texas A&M" "W (42-27)" 20 27 74.1 268 3 52 228 4.4 2 79 496 6.3 8 14 1 23 3 34 0 0 0
"1110" "auburn" "2017-11-11" "" "Georgia" "W (40-17)" 17 25 68 251 3 46 237 5.2 1 71 488 6.9 8 14 3 25 5 29 0 0 0
"1210" "auburn" "2017-11-18" "" "Louisiana-Monroe" "W (42-14)" 18 24 75 235 2 48 317 6.6 3 72 552 7.7 10 15 0 25 5 41 1 1 2
"139" "auburn" "2017-11-25" "" "Alabama" "W (26-14)" 22 29 75.9 240 1 49 168 3.4 2 78 408 5.2 15 8 2 25 4 40 1 0 1
"149" "auburn" "2017-12-02" "N" "Georgia" "L (7-28)" 16 32 50 145 1 31 114 3.7 0 63 259 4.1 7 9 2 18 5 39 2 0 2
"155" "auburn" "2018-01-01" "N" "Central Florida*" "L (27-34)" 28 43 65.1 331 1 44 90 2 2 87 421 4.8 17 8 3 28 8 61 1 2 3
"211" "troy" "2017-09-02" "@" "Boise State" "L (13-24)" 17 34 50 139 0 29 76 2.6 0 63 215 3.4 4 5 2 11 8 60 2 1 3
"311" "troy" "2017-09-09" "" "Alabama State" "W (34-7)" 33 42 78.6 354 0 35 251 7.2 5 77 605 7.9 18 12 2 32 10 110 0 1 1
"411" "troy" "2017-09-16" "@" "New Mexico State" "W (27-24)" 25 40 62.5 286 1 37 192 5.2 3 77 478 6.2 13 9 4 26 9 61 0 0 0
"511" "troy" "2017-09-23" "" "Akron" "W (22-17)" 28 42 66.7 314 1 28 181 6.5 2 70 495 7.1 15 6 3 24 16 159 1 0 1
"611" "troy" "2017-09-30" "@" "Louisiana State" "W (24-21)" 16 28 57.1 157 0 42 206 4.9 3 70 363 5.2 8 8 0 16 5 35 2 0 2
"711" "troy" "2017-10-11" "" "South Alabama" "L (8-19)" 25 47 53.2 269 0 20 30 1.5 1 67 299 4.5 11 4 3 18 6 33 3 1 4
"811" "troy" "2017-10-21" "@" "Georgia State" "W (34-10)" 25 36 69.4 335 2 22 122 5.5 2 58 457 7.9 14 5 1 20 1 5 1 1 2
"911" "troy" "2017-10-28" "" "Georgia Southern" "W (38-16)" 10 20 50 142 2 30 241 8 3 50 383 7.7 6 8 2 16 4 18 0 0 0
"1011" "troy" "2017-11-02" "" "Idaho" "W (24-21)" 20 31 64.5 212 1 36 183 5.1 2 67 395 5.9 8 11 1 20 10 91 1 1 2
"1111" "troy" "2017-11-11" "@" "Coastal Carolina" "W (42-17)" 21 33 63.6 259 1 36 122 3.4 3 69 381 5.5 12 11 1 24 4 29 0 1 1
"1211" "troy" "2017-11-24" "" "Texas State" "W (62-9)" 26 35 74.3 487 5 31 154 5 3 66 641 9.7 17 5 0 22 3 15 0 0 0
"1310" "troy" "2017-12-02" "@" "Arkansas State" "W (32-25)" 23 41 56.1 246 2 25 47 1.9 0 66 293 4.4 12 0 2 14 7 46 1 0 1
"1410" "troy" "2017-12-16" "N" "North Texas*" "W (50-30)" 24 31 77.4 305 4 38 130 3.4 3 69 435 6.3 13 5 3 21 8 80 1 1 2
"212" "michigan" "2017-09-02" "N" "Florida" "W (33-17)" 12 26 46.2 218 1 49 215 4.4 1 75 433 5.8 8 10 1 19 7 55 0 2 2
"312" "michigan" "2017-09-09" "" "Cincinnati" "W (36-14)" 17 29 58.6 221 2 37 193 5.2 0 66 414 6.3 7 9 0 16 7 68 2 0 2
"412" "michigan" "2017-09-16" "" "Air Force" "W (29-13)" 14 23 60.9 169 0 42 190 4.5 1 65 359 5.5 6 11 0 17 7 72 1 0 1
"512" "michigan" "2017-09-23" "@" "Purdue" "W (28-10)" 21 31 67.7 284 1 44 139 3.2 3 75 423 5.6 14 6 4 24 7 57 1 1 2
"612" "michigan" "2017-10-07" "" "Michigan State" "L (10-14)" 16 35 45.7 198 0 39 102 2.6 1 74 300 4.1 7 8 2 17 7 53 2 3 5
"712" "michigan" "2017-10-14" "@" "Indiana" "W (27-20)" 10 20 50 58 0 44 271 6.2 3 64 329 5.1 3 12 2 17 16 141 0 0 0
"812" "michigan" "2017-10-21" "@" "Penn State" "L (13-42)" 16 28 57.1 166 0 42 103 2.5 2 70 269 3.8 8 8 0 16 6 59 1 0 1
"912" "michigan" "2017-10-28" "" "Rutgers" "W (35-14)" 13 20 65 137 1 51 334 6.5 4 71 471 6.6 9 16 0 25 3 25 0 1 1
"1012" "michigan" "2017-11-04" "" "Minnesota" "W (33-10)" 8 13 61.5 56 1 37 371 10 4 50 427 8.5 2 12 0 14 9 85 0 0 0
"1112" "michigan" "2017-11-11" "@" "Maryland" "W (35-10)" 9 18 50 145 2 38 160 4.2 3 56 305 5.4 6 8 2 16 1 10 0 0 0
"1212" "michigan" "2017-11-18" "@" "Wisconsin" "L (10-24)" 11 26 42.3 176 0 37 58 1.6 1 63 234 3.7 7 5 1 13 4 28 1 0 1
"1311" "michigan" "2017-11-25" "" "Ohio State" "L (20-31)" 17 32 53.1 195 1 36 100 2.8 2 68 295 4.3 8 7 1 16 6 50 0 1 1
"1411" "michigan" "2018-01-01" "N" "South Carolina*" "L (19-26)" 21 45 46.7 203 0 33 74 2.2 1 78 277 3.6 11 3 3 17 6 40 3 2 5
"213" "louisiana-state" "2017-09-02" "N" "Brigham Young" "W (27-0)" 15 18 83.3 183 0 57 296 5.2 3 75 479 6.4 8 16 2 26 10 86 0 0 0
"313" "louisiana-state" "2017-09-09" "" "Chattanooga" "W (45-10)" 9 18 50 232 1 46 222 4.8 4 64 454 7.1 8 14 0 22 11 74 0 0 0
"413" "louisiana-state" "2017-09-16" "@" "Mississippi State" "L (7-37)" 13 29 44.8 137 0 29 133 4.6 1 58 270 4.7 6 5 2 13 9 112 0 0 0
"513" "louisiana-state" "2017-09-23" "" "Syracuse" "W (35-26)" 14 23 60.9 263 2 38 151 4 3 61 414 6.8 7 10 1 18 3 25 0 1 1
"613" "louisiana-state" "2017-09-30" "" "Troy" "L (21-24)" 21 32 65.6 266 3 29 162 5.6 0 61 428 7 11 10 0 21 4 29 2 2 4
"713" "louisiana-state" "2017-10-07" "@" "Florida" "W (17-16)" 9 16 56.3 125 1 48 216 4.5 1 64 341 5.3 4 11 3 18 5 46 0 0 0
"813" "louisiana-state" "2017-10-14" "" "Auburn" "W (27-23)" 13 25 52 206 1 39 157 4 1 64 363 5.7 8 6 0 14 7 61 1 0 1
"913" "louisiana-state" "2017-10-21" "@" "Mississippi" "W (40-24)" 9 13 69.2 200 2 55 393 7.1 2 68 593 8.7 8 15 3 26 8 89 0 0 0
"1013" "louisiana-state" "2017-11-04" "@" "Alabama" "L (10-24)" 15 31 48.4 155 0 42 151 3.6 1 73 306 4.2 8 8 0 16 5 30 0 1 1
"1113" "louisiana-state" "2017-11-11" "" "Arkansas" "W (33-10)" 11 16 68.8 217 2 39 198 5.1 3 55 415 7.5 9 11 1 21 5 40 0 0 0
"1213" "louisiana-state" "2017-11-18" "@" "Tennessee" "W (30-10)" 11 15 73.3 81 0 43 200 4.7 4 58 281 4.8 5 11 1 17 1 9 0 0 0
"1312" "louisiana-state" "2017-11-25" "" "Texas A&M" "W (45-21)" 20 31 64.5 351 3 56 250 4.5 2 87 601 6.9 15 9 3 27 2 30 1 0 1
"1412" "louisiana-state" "2018-01-01" "N" "Notre Dame*" "L (17-21)" 19 33 57.6 229 2 42 170 4 0 75 399 5.3 12 10 0 22 5 27 0 0 0
"214" "ohio-state" "2017-08-31" "@" "Indiana" "W (49-21)" 20 35 57.1 304 3 51 292 5.7 3 86 596 6.9 10 14 2 26 5 50 0 0 0
"314" "ohio-state" "2017-09-09" "" "Oklahoma" "L (16-31)" 19 35 54.3 183 0 34 167 4.9 1 69 350 5.1 9 11 1 21 9 87 0 1 1
"414" "ohio-state" "2017-09-16" "" "Army" "W (38-7)" 29 37 78.4 316 2 32 270 8.4 3 69 586 8.5 12 18 0 30 5 55 0 0 0
"514" "ohio-state" "2017-09-23" "" "Nevada-Las Vegas" "W (54-21)" 31 44 70.5 474 7 40 190 4.8 0 84 664 7.9 17 16 1 34 8 85 2 1 3
"614" "ohio-state" "2017-09-30" "@" "Rutgers" "W (56-0)" 20 31 64.5 353 4 36 278 7.7 4 67 631 9.4 11 11 2 24 10 106 0 0 0
"714" "ohio-state" "2017-10-07" "" "Maryland" "W (62-14)" 23 36 63.9 303 3 50 281 5.6 5 86 584 6.8 15 13 5 33 8 85 2 0 2
"814" "ohio-state" "2017-10-14" "@" "Nebraska" "W (56-14)" 31 39 79.5 354 5 47 279 5.9 3 86 633 7.4 19 18 4 41 7 53 0 0 0
"914" "ohio-state" "2017-10-28" "" "Penn State" "W (39-38)" 33 39 84.6 328 4 39 201 5.2 1 78 529 6.8 14 10 3 27 10 79 2 0 2
"1014" "ohio-state" "2017-11-04" "@" "Iowa" "L (24-55)" 18 34 52.9 208 3 30 163 5.4 0 64 371 5.8 9 10 1 20 9 95 0 4 4
"1114" "ohio-state" "2017-11-11" "" "Michigan State" "W (48-3)" 15 23 65.2 189 2 42 335 8 4 65 524 8.1 9 13 3 25 2 27 0 2 2
"1214" "ohio-state" "2017-11-18" "" "Illinois" "W (52-14)" 16 29 55.2 218 3 59 325 5.5 4 88 543 6.2 11 14 2 27 7 68 1 0 1
"1313" "ohio-state" "2017-11-25" "@" "Michigan" "W (31-20)" 9 15 60 124 1 48 226 4.7 3 63 350 5.6 4 11 2 17 9 75 0 0 0
"1413" "ohio-state" "2017-12-02" "N" "Wisconsin" "W (27-21)" 12 26 46.2 211 2 42 238 5.7 1 68 449 6.6 5 9 2 16 5 48 1 2 3
"156" "ohio-state" "2017-12-29" "N" "Southern California*" "W (24-7)" 11 17 64.7 114 0 38 163 4.3 2 55 277 5 5 6 2 13 3 30 1 0 1
"215" "texas-christian" "2017-09-02" "" "Jackson State" "W (63-0)" 23 30 76.7 300 6 36 242 6.7 1 66 542 8.2 11 13 0 24 5 51 0 1 1
"315" "texas-christian" "2017-09-09" "@" "Arkansas" "W (28-7)" 21 31 67.7 166 0 42 195 4.6 4 73 361 4.9 8 15 1 24 6 60 1 1 2
"415" "texas-christian" "2017-09-16" "" "Southern Methodist" "W (56-36)" 24 30 80 365 4 49 254 5.2 3 79 619 7.8 16 13 1 30 11 94 3 0 3
"515" "texas-christian" "2017-09-23" "@" "Oklahoma State" "W (44-31)" 22 33 66.7 228 1 52 238 4.6 4 85 466 5.5 12 14 6 32 4 23 0 1 1
"615" "texas-christian" "2017-10-07" "" "West Virginia" "W (31-24)" 16 29 55.2 236 2 36 170 4.7 2 65 406 6.2 9 7 0 16 5 51 0 0 0
"715" "texas-christian" "2017-10-14" "@" "Kansas State" "W (26-6)" 27 37 73 297 0 36 98 2.7 3 73 395 5.4 11 5 1 17 7 51 1 0 1
"815" "texas-christian" "2017-10-21" "" "Kansas" "W (43-0)" 20 28 71.4 284 5 42 191 4.5 0 70 475 6.8 11 10 1 22 7 55 0 0 0
"915" "texas-christian" "2017-10-28" "@" "Iowa State" "L (7-14)" 12 25 48 135 0 34 172 5.1 0 59 307 5.2 7 6 1 14 11 104 1 2 3
"1015" "texas-christian" "2017-11-04" "" "Texas" "W (24-7)" 19 27 70.4 166 0 46 177 3.8 3 73 343 4.7 7 8 2 17 9 49 0 0 0
"1115" "texas-christian" "2017-11-11" "@" "Oklahoma" "L (20-38)" 14 29 48.3 269 1 32 155 4.8 2 61 424 7 7 10 2 19 7 60 0 0 0
"1215" "texas-christian" "2017-11-18" "@" "Texas Tech" "W (27-3)" 6 17 35.3 85 1 42 204 4.9 1 59 289 4.9 4 10 3 17 6 55 1 0 1
"1314" "texas-christian" "2017-11-24" "" "Baylor" "W (45-22)" 26 36 72.2 325 3 36 112 3.1 3 72 437 6.1 13 9 3 25 3 23 0 0 0
"1414" "texas-christian" "2017-12-02" "N" "Oklahoma" "L (17-41)" 27 37 73 234 2 24 83 3.5 0 61 317 5.2 14 5 1 20 7 70 1 1 2
"157" "texas-christian" "2017-12-28" "N" "Stanford*" "W (39-37)" 28 41 68.3 341 3 26 147 5.7 1 67 488 7.3 13 8 0 21 1 4 1 2 3
"216" "iowa" "2017-09-02" "" "Wyoming" "W (24-3)" 8 15 53.3 125 3 41 138 3.4 0 56 263 4.7 5 9 2 16 3 25 3 1 4
"316" "iowa" "2017-09-09" "@" "Iowa State" "W (44-41)" 27 41 65.9 333 5 41 164 4 1 82 497 6.1 16 12 1 29 10 84 0 0 0
"416" "iowa" "2017-09-16" "" "North Texas" "W (31-14)" 16 27 59.3 197 2 59 238 4 2 86 435 5.1 10 15 3 28 6 63 2 0 2
"516" "iowa" "2017-09-23" "" "Penn State" "L (19-21)" 13 22 59.1 191 2 23 82 3.6 1 45 273 6.1 6 3 2 11 3 25 1 0 1
"616" "iowa" "2017-09-30" "@" "Michigan State" "L (10-17)" 17 32 53.1 207 0 25 19 0.8 1 57 226 4 9 2 0 11 7 47 2 0 2
"716" "iowa" "2017-10-07" "" "Illinois" "W (45-16)" 18 34 52.9 250 4 38 191 5 1 72 441 6.1 10 10 0 20 3 18 1 1 2
"816" "iowa" "2017-10-21" "@" "Northwestern" "L (10-17)" 19 33 57.6 223 1 33 89 2.7 0 66 312 4.7 9 5 0 14 6 50 0 1 1
"916" "iowa" "2017-10-28" "" "Minnesota" "W (17-10)" 15 27 55.6 190 1 33 125 3.8 1 60 315 5.3 7 6 2 15 6 50 1 1 2
"1016" "iowa" "2017-11-04" "" "Ohio State" "W (55-24)" 21 32 65.6 244 5 38 243 6.4 1 70 487 7 13 8 3 24 5 34 0 0 0
"1116" "iowa" "2017-11-11" "@" "Wisconsin" "L (14-38)" 8 24 33.3 41 0 26 25 1 0 50 66 1.3 2 3 0 5 5 32 2 1 3
"1216" "iowa" "2017-11-18" "" "Purdue" "L (15-24)" 16 33 48.5 176 1 38 82 2.2 1 71 258 3.6 10 6 1 17 6 56 1 1 2
"1315" "iowa" "2017-11-24" "@" "Nebraska" "W (56-14)" 13 20 65 192 2 47 313 6.7 6 67 505 7.5 4 18 1 23 3 30 0 0 0
"1415" "iowa" "2017-12-27" "N" "Boston College*" "W (27-20)" 8 15 53.3 99 1 39 101 2.6 2 54 200 3.7 5 6 2 13 3 20 0 0 0
"217" "marshall" "2017-09-02" "" "Miami (OH)" "W (31-26)" 20 30 66.7 208 1 25 59 2.4 0 55 267 4.9 8 5 2 15 6 43 1 1 2
"317" "marshall" "2017-09-09" "@" "North Carolina State" "L (20-37)" 26 43 60.5 350 2 25 101 4 0 68 451 6.6 13 5 0 18 9 86 1 1 2
"417" "marshall" "2017-09-16" "" "Kent State" "W (21-0)" 23 43 53.5 223 1 33 158 4.8 2 76 381 5 11 10 2 23 8 75 0 1 1
"517" "marshall" "2017-09-30" "@" "Cincinnati" "W (38-21)" 21 34 61.8 233 4 44 133 3 1 78 366 4.7 12 5 5 22 6 85 1 0 1
"617" "marshall" "2017-10-07" "@" "UNC Charlotte" "W (14-3)" 19 28 67.9 192 2 42 212 5 0 70 404 5.8 11 10 2 23 5 30 2 0 2
"717" "marshall" "2017-10-14" "" "Old Dominion" "W (35-3)" 12 23 52.2 176 3 40 195 4.9 1 63 371 5.9 7 8 3 18 3 25 0 0 0
"817" "marshall" "2017-10-20" "@" "Middle Tennessee State" "W (38-10)" 16 24 66.7 168 0 43 202 4.7 4 67 370 5.5 9 10 2 21 7 63 0 0 0
"917" "marshall" "2017-10-28" "" "Florida International" "L (30-41)" 33 52 63.5 363 3 29 142 4.9 1 81 505 6.2 19 8 2 29 3 35 1 2 3
"1017" "marshall" "2017-11-03" "@" "Florida Atlantic" "L (25-30)" 20 39 51.3 253 2 41 128 3.1 1 80 381 4.8 11 6 4 21 7 37 0 4 4
"1117" "marshall" "2017-11-11" "" "Western Kentucky" "W (30-23)" 17 28 60.7 190 0 49 144 2.9 2 77 334 4.3 10 11 1 22 7 69 0 1 1
"1217" "marshall" "2017-11-18" "@" "Texas-San Antonio" "L (7-9)" 16 23 69.6 189 1 23 40 1.7 0 46 229 5 9 2 1 12 7 70 1 1 2
